,pc1_var,pc1_cosine_to_fullsample
2019-07-15,0.5208802513231202,0.28666431941510934
2019-07-16,0.521179167838253,0.2880340434158744
2019-07-17,0.5216176419880155,0.2879935512562509
2019-07-18,0.5194916194278879,0.2823620517422114
2019-07-19,0.519220999522497,0.2839616420043149
2019-07-22,0.5185040784038143,0.2845765633549092
2019-07-23,0.5181173252220416,0.2837675733836322
2019-07-24,0.5177854642013638,0.28450836670070573
2019-07-25,0.5191048739207141,0.28355775237466063
2019-07-26,0.5181934859209878,0.28305298499956116
2019-07-29,0.518480718888834,0.28304735332775927
2019-07-30,0.5185067487726694,0.28201055326732766
2019-07-31,0.5189578287437331,0.28387968509183037
2019-08-01,0.5192065942673764,0.28585640718567384
2019-08-02,0.5148487794483433,0.2854125192413417
2019-08-05,0.510537832070888,0.29554335548429217
2019-08-06,0.5065386920059674,0.3080979644074801
2019-08-07,0.5077041561594068,0.308362336582008
2019-08-08,0.5069627326741081,0.31030676001949903
2019-08-09,0.5069030556970745,0.31226064788561714
2019-08-12,0.5064435185547107,0.3121862270575339
2019-08-13,0.5046641165267659,0.3119090722371604
2019-08-14,0.5031407160024279,0.3121696811752833
2019-08-15,0.5007979276831391,0.31213064131752133
2019-08-16,0.4994618776763668,0.31390784339077155
2019-08-19,0.499593770823804,0.31382522717970257
